user id,user name,division id,division name,chat jabberId,state,Skill Name 1,Skill ID 1,Skill Name 2,Skill ID 2,Skill Name 3,Skill ID 3,skill_proficiency,skill_state,language_id,language_name,language_proficiency,language_state,avg_sentiment_score,avg_acw,adherence_duration,avg_silence,intents,isOnCall,wrapup_codes,adherence,avg_handle_time
80012bc7-64fb-4bd4-8b3f-0e5fc624ba79,Alice,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,0f944916-57b8-4944-aada-4b9eabf02eba,inactive,Positive Attitude,a50ae9a2-9de7-467b-baf2-25a6b664d67d,CRM Software,8b0c8505-b92b-49ac-a8a0-f5d28fea02a6,,,4,inactive,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,5,active,0.714018037,0.653597264,392,58, reset,FALSE,188,94,5900
100088a2-e7d2-4653-b5d7-193c4f617651,Jack,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,242ccc3d-1d56-4b7d-afcb-2413c0b1fdee,active,Core Banking Products,4c1af383-ff18-4cda-ac27-135f5c023b0a,Written Communication,4ce7ae10-1390-4a0b-a859-b0e1370e8e3b,Data Entry and Accuracy,d2bfa5f7-976a-41e5-a5c6-40d5c15a0369,3,inactive,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,5,active,0.97933921,0.863689189,263,113, activation,FALSE,112,87,7854
157d684b-adda-4005-bb5a-2ab2d281b3cc,Charlie,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,bc164b9a-92a6-4fbf-b064-6e68164ad0f5,active,Professional Etiquette,b4597ddd-773c-49e9-8d93-034184e1e065,Basic Troubleshooting,012004fa-76ae-4153-a62f-1d9ef0deb70a,,,4,active,8eef96e7-9709-4597-bb47-8c272afdcf44,Japanese,4,active,0.936000519,0.296254607,498,7, complaint,TRUE,161,100,7591
e03a7afe-9b4e-4f0d-ba73-b4b0ec0cf583,Frank,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,088873ac-3d13-4441-93e6-2c8a5b3b52bb,inactive,Data Entry and Accuracy,d2bfa5f7-976a-41e5-a5c6-40d5c15a0369,Regulatory Compliance,c51c26ff-53fb-437d-aa39-dd577ab4cb51,Basic Troubleshooting,012004fa-76ae-4153-a62f-1d9ef0deb70a,4,active,11851e8d-c81c-4416-9032-178bff664064,Spanish,1,inactive,0.448770528,0.135257359,479,46, limit,FALSE,111,68,4123
c7bd56b1-34f3-4afe-857b-0a5b82b66995,Eva,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,16d7262b-8d57-4252-adb1-4e0bea6e6db8,inactive,Call Control and De-escalation,67f4a137-3d10-4d45-babd-ad1d600971bf,,,,,2,active,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,4,inactive,0.832689044,0.565780058,655,54, address,FALSE,200,29,7376
7c12a08c-9d80-4519-a3f2-6cc99e560ae6,Bob,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,2d3ff720-cfea-40b7-a7cf-1fcb87726118,inactive,Data Entry and Accuracy,d2bfa5f7-976a-41e5-a5c6-40d5c15a0369,Active Listening,7ab5e376-ba62-4008-8d44-36547f960a73,,,4,inactive,a7e765e5-8665-42c0-af4d-e5d3e52c9005,Chinese,5,inactive,0.060986047,0.507322385,187,87, activation,TRUE,174,21,8404
4b3acf14-706c-4a4b-88f8-ced2503e5d0c,Frank,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,44b2340a-e581-4df7-a9a4-d9bb97e97989,active,Data Entry and Accuracy,d2bfa5f7-976a-41e5-a5c6-40d5c15a0369,,,,,4,active,d961d658-9054-42fd-9bc3-80b5d4f269a0,French,1,active,0.323081364,0.943202863,847,105,balance,FALSE,160,90,5362
05c6af07-10ed-4433-8a8a-456b80d11dd7,Frank,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,ae22576b-290a-4bbc-83c2-27decd758b88,active,Adaptability,66c09b6d-9937-4da4-a258-108289cd1328,,,,,3,inactive,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,2,active,0.368128933,0.25309023,126,87, card,TRUE,127,54,5343
c0a0b9b1-fb50-4fbb-9752-873d81d672f7,Eva,ea274d82-0850-44f7-9850-bcdf4da66e38,Customer Service,124f4b7e-fdbe-448f-985d-1055b41a6b65,active,Clear Articulation and Tone Modulation,837f78b7-2b6a-424e-89aa-2edc57b5760b,,,,,1,active,a7e765e5-8665-42c0-af4d-e5d3e52c9005,Chinese,1,inactive,0.374258099,0.464430606,229,24, deactivation,TRUE,119,49,3632
80012bc7-64fb-4bd4-8b3f-0e5fc624ba79,Alice,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,0f944916-57b8-4944-aada-4b9eabf02eba,inactive,Call Control and De-escalation,67f4a137-3d10-4d45-babd-ad1d600971bf,,,,,4,inactive,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,5,active,0.164026429,0.314332618,693,57, deactivation,FALSE,183,95,5129
8393007d-c74e-4067-bb15-3f2ac6ee5e24,Charlie,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,67c22ef3-d1a1-48b2-8b17-3f60aec6b9e2,inactive,Core Banking Systems,3cfca235-f02f-4d6f-96dc-b7a88ca78450,Positive Attitude,a50ae9a2-9de7-467b-baf2-25a6b664d67d,,,3,active,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,4,inactive,0.405510435,0.631445701,115,105, unblock,TRUE,157,33,9973
74793870-5f6b-47db-97a1-7402762ae2c8,Grace,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,0a0a9762-985e-407c-8a72-1d664af182fc,inactive,Digital Banking Platforms,021c1780-539e-4647-9982-a2ca45d3904d,,,,,1,inactive,11851e8d-c81c-4416-9032-178bff664064,Spanish,4,active,0.373814362,0.965616625,366,108, complaint,FALSE,134,4,2022
7c0e4be1-a28a-4390-b728-febedb7b3d64,Grace,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,b4c8caae-6825-4965-8509-6607bb707f5b,inactive,Adaptability,66c09b6d-9937-4da4-a258-108289cd1328,,,,,3,active,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,4,active,0.386349412,0.597356929,74,12, cheque,FALSE,101,64,6725
5eb93c1d-821e-451b-90b7-98ef7c2b0115,Eva,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,8cf18186-f6fa-4ad6-ad41-ff4be4be5b2c,active,Core Banking Products,4c1af383-ff18-4cda-ac27-135f5c023b0a,,,,,2,active,11851e8d-c81c-4416-9032-178bff664064,Spanish,3,active,0.805154243,0.82622266,108,111, statement,TRUE,112,29,6272
e0d83d2f-70cb-4359-a34f-6654249fb655,Hannah,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,9141b1c9-652a-442f-89a0-fa76742ea6d5,active,Persuasive Communication,f852d557-ccd0-4d09-9b3c-5ddf01bea3f8,,,,,2,inactive,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,3,active,0.799554911,0.385376798,261,58, application,FALSE,162,83,4461
e59d9282-68c5-4d75-ac2f-5e4511716ea9,Eva,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,f3d07c9c-40be-4e04-ade1-fb186a1faa1d,inactive,Call Control and De-escalation,67f4a137-3d10-4d45-babd-ad1d600971bf,Fraud Detection Awareness,72e06cb6-6c75-4866-b806-73521da153c3,,,5,inactive,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,4,active,0.88902433,0.110680349,488,31, fraud,TRUE,112,3,7979
6c70fec4-e38e-4cb5-9e73-9847e8be2b2d,Charlie,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,b4b67ac2-ec86-4fd7-af8d-916aeaa3c5ce,active,Ticketing Tools,d2a4815e-78c4-4e82-a2e9-3ef8f96670ed,Fraud Detection Awareness,72e06cb6-6c75-4866-b806-73521da153c3,Objection Handling,22882468-c4bf-4903-baa3-11f9c1873f99,1,inactive,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,2,inactive,0.194043611,0.110680109,370,4, EMI,FALSE,147,75,5686
c7bd56b1-34f3-4afe-857b-0a5b82b66995,Eva,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,16d7262b-8d57-4252-adb1-4e0bea6e6db8,inactive,Core Banking Products,4c1af383-ff18-4cda-ac27-135f5c023b0a,Clear Articulation and Tone Modulation,837f78b7-2b6a-424e-89aa-2edc57b5760b,Empathy and Patience,f88bc346-c35b-4b5c-9d32-869f476cb7b7,2,active,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,4,inactive,0.030125299,0.995621136,692,22, EMI,TRUE,122,30,6123
8e92528f-0867-463a-ba8b-fd826276f27d,Bob,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,4dfcfcb4-22c6-452d-8d81-6da12f1ff35d,inactive,Ticketing Tools,d2a4815e-78c4-4e82-a2e9-3ef8f96670ed,Core Banking Systems,3cfca235-f02f-4d6f-96dc-b7a88ca78450,,,3,active,8eef96e7-9709-4597-bb47-8c272afdcf44,Japanese,1,inactive,0.170532966,0.664942969,697,117, activation,TRUE,189,2,4352
74793870-5f6b-47db-97a1-7402762ae2c8,Grace,0ac41dcd-7754-4732-8540-3de3de3af4f3,Fraud Detection,0a0a9762-985e-407c-8a72-1d664af182fc,inactive,Objection Handling,22882468-c4bf-4903-baa3-11f9c1873f99,Lead Qualification,eac96d11-49df-4c07-853e-2f71f92388c4,,,1,inactive,11851e8d-c81c-4416-9032-178bff664064,Spanish,4,active,0.542994802,0.765859401,659,47, payment,TRUE,159,3,6946
a36e6a01-893f-467d-9c11-cc67425e12e6,Charlie,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,75a9c214-b431-4f6b-bf04-59bc47fa3361,active,Conflict Resolution,b3ebe4c9-094a-4cea-995d-09a5d6ae5b7f,Objection Handling,22882468-c4bf-4903-baa3-11f9c1873f99,,,4,inactive,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,2,inactive,0.141544044,0.623034134,479,15, card,TRUE,143,42,2814
a46735c5-89bd-46aa-8ab2-1dba540ab097,Eva,ea274d82-0850-44f7-9850-bcdf4da66e38,Customer Service,8feab80c-563a-4330-a94b-38868d7e54c7,inactive,Core Banking Systems,3cfca235-f02f-4d6f-96dc-b7a88ca78450,Decision-Making Under Pressure,10dbb293-630d-4bf5-9eec-316d738f515b,,,4,inactive,5c254b0a-3a5b-43fc-b1da-37c86c3b0762,English,5,inactive,0.708494614,0.770025605,110,91, address,TRUE,165,71,7609
91b90689-2cc1-4137-b3e7-37d820996792,Alice,236daabd-5c99-46c7-ada5-a50d3b27c6f0,Technical Support,ab81932b-bc4f-49c4-9df0-fffeefe9d063,active,Active Listening,7ab5e376-ba62-4008-8d44-36547f960a73,Accent Neutralization,ee142782-3849-4d29-810c-b16f3bd1f69f,Ticketing Tools,d2a4815e-78c4-4e82-a2e9-3ef8f96670ed,5,inactive,a7e765e5-8665-42c0-af4d-e5d3e52c9005,Chinese,1,active,0.482512822,0.424228432,5,48, deactivation,FALSE,181,52,2644
76d1fc38-5e1b-457f-bf42-d19e76f63d44,Charlie,651e2f3f-b0db-4179-96a4-c5e9ce4821c0,Sales,14b77e97-d1c1-410b-9350-0469420080ff,inactive,Professional Etiquette,b4597ddd-773c-49e9-8d93-034184e1e065,Fraud Detection Awareness,72e06cb6-6c75-4866-b806-73521da153c3,,,5,active,11851e8d-c81c-4416-9032-178bff664064,Spanish,5,active,0.74290665,0.191645129,283,63, password,FALSE,185,28,6508
8459f78c-3f32-462c-901d-96d80710a409,David,ea274d82-0850-44f7-9850-bcdf4da66e38,Customer Service,fa568471-ff8a-4c93-8aaf-c829842d7da7,inactive,Conflict Resolution,b3ebe4c9-094a-4cea-995d-09a5d6ae5b7f,Core Banking Products,4c1af383-ff18-4cda-ac27-135f5c023b0a,Data Entry and Accuracy,d2bfa5f7-976a-41e5-a5c6-40d5c15a0369,4,inactive,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,2,inactive,0.437697263,0.136114451,622,29, interest,FALSE,185,55,6084
8393007d-c74e-4067-bb15-3f2ac6ee5e24,Charlie,f3434ee7-79c4-4573-87c7-02257d6f2caf,Compliance,67c22ef3-d1a1-48b2-8b17-3f60aec6b9e2,inactive,Professional Etiquette,b4597ddd-773c-49e9-8d93-034184e1e065,Multitasking and Time Management,a2e9e850-ab12-494d-a5e4-06c8e896f762,,,3,active,4b0ca291-c0aa-4890-83c1-bbd741f18c18,German,4,inactive,0.989738029,0.513767798,576,110, cheque,TRUE,167,51,2773
